name, rating, votes, link, image, plot, genres, runtime, certificate, keywords, countriesOfOrigin, meterRanking, meterRankChange, directors, writers, stars, topCast, budget, openingWeekendGross, lifetimeGross, worldwideGross, filmingLocations, spokenLanguages, soundMix, aspectRatio, color, awardWins, awardNominations, titleType, isSeries, isEpisode, isAdult
"The Mandalorian", "8.6", "658066", "https://www.imdb.com/title/tt8111088/", "https://m.media-amazon.com/images/M/MV5BNjgxZGM0OWUtZGY1MS00MWRmLTk2N2ItYjQyZTI1OThlZDliXkEyXkFqcGc@._V1_.jpg", "The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.", "Action, Adventure, Fantasy", "0", "TV-14", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"The Legend of Vox Machina", "8.4", "54230", "https://www.imdb.com/title/tt11247158/", "https://m.media-amazon.com/images/M/MV5BMjI0ZjE2NDgtM2IxMy00NTk3LWFhMTEtMWNhOWJiYjIzYzY2XkEyXkFqcGc@._V1_.jpg", "After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma C...", "Animation, Action, Adventure", "0", "TV-MA", "based on web series, dungeons and dragons, adult animation, group, bisexual", "US", "72", "UP 343", "", "", "Laura Bailey, Taliesin Jaffe, Ashley Johnson", "Laura Bailey, Taliesin Jaffe, Ashley Johnson, Matthew Mercer", "", "", "", "", "", "English", "Dolby Digital", "", "Color", "1", "4", "TV Series", "True", "False", "False"
"A Knight of the Seven Kingdoms", "8.7", "251646", "https://www.imdb.com/title/tt27497448/", "https://m.media-amazon.com/images/M/MV5BYzg4M2U3YWMtMWY4MS00MzFkLTk2ZWQtOThiOGYxZDEyMGQ2XkEyXkFqcGc@._V1_.jpg", "A century before the events of &quot;Game of Thrones&quot;, Ser Duncan the Tall, and his squire, Egg, wander through Westeros while the Targaryen dynasty rule the Iron Throne. Great destinies and enemies await the incomparable friends.", "Adventure, Drama, Fantasy", "0", "TV-MA", "prequel, based on novella, westeros, game of thrones, knight", "US", "53", "UP 10", "", "", "Peter Claffey, Dexter Sol Ansell, Daniel Ings", "Peter Claffey, Dexter Sol Ansell, Daniel Ings, Shaun Thomas", "", "", "", "", "Mourne Mountains, County Down, Northern Ireland, UK", "English", "Dolby Atmos", "2.00 : 1", "Color", "0", "3", "TV Series", "True", "False", "False"
"Grey&apos;s Anatomy", "7.6", "374702", "https://www.imdb.com/title/tt0413573/", "https://m.media-amazon.com/images/M/MV5BYTVjNWVhYTctMGJkMS00NWFjLWE2N2QtNmQ1Y2FhZDFkNzUwXkEyXkFqcGc@._V1_.jpg", "A drama centered on the personal and professional lives of five surgical interns and their supervisors.", "Drama, Romance", "0", "TV-14", "surgeon, hospital, bisexual doctor, work romance, surgery", "US", "68", "UP 1", "", "", "Ellen Pompeo, Chandra Wilson, James Pickens Jr.", "Ellen Pompeo, Chandra Wilson, James Pickens Jr., Kevin McKidd", "", "", "", "", "Veterans Hospital - 1611 Plummer Street, North Hills, Los Angeles, California, USA", "English", "Dolby Digital, Stereo", "16:9 HD", "Color", "90", "253", "TV Series", "True", "False", "False"
"Severance", "8.6", "391791", "https://www.imdb.com/title/tt11280740/", "https://m.media-amazon.com/images/M/MV5BZDI5YzJhODQtMzQyNy00YWNmLWIxMjUtNDBjNjA5YWRjMzExXkEyXkFqcGc@._V1_.jpg", "Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.", "Drama, Mystery, Sci-Fi", "0", "TV-MA", "dystopian sci fi, psychological drama, memory, office, mind control", "US", "84", "UP 12", "", "", "Adam Scott, Britt Lower, Zach Cherry", "Adam Scott, Britt Lower, Zach Cherry, Tramell Tillman", "", "", "", "", "Bell Laboratories - 101 Crawfords Corner Road, Holmdel Township, New Jersey, USA", "English", "", "2.39 : 1", "Color", "51", "202", "TV Series", "True", "False", "False"
"Man on Fire", "6.7", "11098", "https://www.imdb.com/title/tt27331527/", "https://m.media-amazon.com/images/M/MV5BZjFlMTMyZTAtY2NiZS00NzdjLWEwZTUtNDJjYjI4ZmU4NTBiXkEyXkFqcGc@._V1_.jpg", "Follows John Creasy, a wounded former mercenary on a quest to get revenge for the loss of his only companion while defending the daughter of his dead colleague from the forces that tore her family apart.", "Action, Crime, Drama", "0", "TV-MA", "onlyfans, coming of age, humor, contemporary, adult fiction", "US", "34", "DOWN 17", "", "", "Elle Fanning, Nick Offerman, Greg Kinnear", "Elle Fanning, Nick Offerman, Greg Kinnear, Michelle Pfeiffer", "", "", "", "", "Fox Fullerton Theatre 510 N. Harbor Blvd. Fullerton, California, USA", "English", "Dolby Atmos", "2.20 : 1", "Color", "0", "2", "TV Series", "True", "False", "False"
"Brown", "7.6", "2131", "https://www.imdb.com/title/tt26766517/", "https://m.media-amazon.com/images/M/MV5BMzZhYTY5NDUtNDZiYi00Yjg3LTg5N2MtNTY4MTg2YTg3NGMzXkEyXkFqcGc@._V1_.jpg", "Rita Brown, A disgraced alcoholic ex police officer and her mourning junior partner must confront their own personal struggles as they join forces to hunt down a serial killer targeting women from diverse backgrounds in Kolkata.", "Crime, Drama, Thriller", "0", "", "", "IN", "77", "UP 2700", "", "", "Latin Ghai, Karisma Kapoor, Jisshu Sengupta", "Latin Ghai, Karisma Kapoor, Jisshu Sengupta, Helen", "", "", "", "", "", "Hindi", "Dolby Digital", "", "Color", "0", "0", "TV Series", "True", "False", "False"
"True Detective", "8.8", "757654", "https://www.imdb.com/title/tt2356777/", "https://m.media-amazon.com/images/M/MV5BYjgwYzA1NWMtNDYyZi00ZGQyLWI5NTktMDYwZjE2OTIwZWEwXkEyXkFqcGc@._V1_.jpg", "Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.", "Crime, Drama, Mystery", "0", "TV-MA", "murder, police investigation, police detective, southern gothic, louisiana", "US", "72", "UP 6", "", "", "Vince Vaughn, Colin Farrell, Rachel McAdams", "Vince Vaughn, Colin Farrell, Rachel McAdams, Matthew McConaughey", "", "", "", "", "Arkansas, USA", "English", "Dolby Digital", "1.78 : 1", "Color", "48", "171", "TV Series", "True", "False", "False"
"Rooster", "7.6", "16696", "https://www.imdb.com/title/tt32420734/", "https://m.media-amazon.com/images/M/MV5BOGEwYjMxNDctMDhlYy00YTJhLTk0YTAtOWVjOTJhYzIyZTEyXkEyXkFqcGc@._V1_.jpg", "A comedy revolving around an author&apos;s intricate bond with his daughter, set against the backdrop of a college campus.", "Comedy, Drama", "0", "TV-MA", "male rear nudity, male nudity, male protagonist, bare chested male, man wrapped in a towel", "US", "52", "DOWN 11", "", "", "Steve Carell, Danielle Deadwyler, Phil Dunster", "Steve Carell, Danielle Deadwyler, Phil Dunster, Charly Clive", "", "", "", "", "University of the Pacific, Stockton, California, USA", "English", "", "", "Color", "0", "0", "TV Series", "True", "False", "False"
"Outlander", "8.3", "201959", "https://www.imdb.com/title/tt3006802/", "https://m.media-amazon.com/images/M/MV5BMTc4M2JmYmEtMjJhOC00MmRlLThhZDEtMWRhZTZiNTI0ZDZhXkEyXkFqcGc@._V1_.jpg", "Claire Beauchamp Randall, a nurse in World War II, mysteriously goes back in time to Scotland in 1743. There, she meets a dashing Highland warrior and gets drawn into an epic rebellion.", "Adventure, Drama, Fantasy", "0", "TV-MA", "scotland, scottish highlands, costume drama, time travel, year 1743", "US", "59", "DOWN 19", "", "", "Caitríona Balfe, Sam Heughan, Sophie Skelton", "Caitríona Balfe, Sam Heughan, Sophie Skelton, Richard Rankin", "", "", "", "USD 3,313", "Doune Castle, Doune, Stirling, Scotland, UK", "English, Gaelic", "Stereo, Dolby Digital", "1.78 : 1", "Color", "38", "95", "TV Series", "True", "False", "False"
"NCIS", "7.8", "176850", "https://www.imdb.com/title/tt0364845/", "https://m.media-amazon.com/images/M/MV5BZGExNmI3NDMtMjYxYS00Y2ZmLTlkNmItMGNkNTQ1MzA1ZGM1XkEyXkFqcGc@._V1_.jpg", "Naval Criminal Investigative Service agents investigate criminal cases connected to Navy and Marine Corps personnel.", "Action, Crime, Drama", "0", "TV-14", "goth girl, police propaganda, special agent, naval criminal investigative service, police procedural", "US", "83", "UP 6", "", "", "Sean Murray, David McCallum, Mark Harmon", "Sean Murray, David McCallum, Mark Harmon, Brian Dietzen", "", "", "", "", "Valencia Studios - 26030 Avenue Hall, Valencia, California, USA", "English", "Dolby Digital", "1.78 : 1, 16:9 HD", "Color", "27", "45", "TV Series", "True", "False", "False"
"Love Island USA", "5.3", "3519", "https://www.imdb.com/title/tt8819906/", "https://m.media-amazon.com/images/M/MV5BZTE0ODRhMDctZWE5NC00ZTk5LThlNmQtYmY3MTZjMjhhNDA3XkEyXkFqcGc@._V1_.jpg", "U.S. version of the British show &apos;Love Island&apos; where a group of singles come to stay in a villa for a few weeks and have to couple up with one another.", "Game-Show, Reality-TV, Romance", "0", "TV-MA", "dating and romance reality tv, dating game show, love in title, love island, non fiction", "US", "82", "UP 754", "", "", "Iain Stirling, Matthew Hoffman, Cely Vazquez", "Iain Stirling, Matthew Hoffman, Cely Vazquez, Ariana Madix", "", "", "", "", "Mamanuca Islands, Fiji", "English", "", "", "Color", "2", "2", "TV Series", "True", "False", "False"
"The Big Bang Theory", "8.1", "938112", "https://www.imdb.com/title/tt0898266/", "https://m.media-amazon.com/images/M/MV5BZjgzY2QyNzItNDhhYi00ZWIwLWFjN2UtZDJkN2MxYWNjMmJjXkEyXkFqcGc@._V1_.jpg", "The lives of four socially awkward scientists take a wild turn when a beautiful and free-spirited girl moves in next door.", "Comedy, Romance", "0", "TV-PG", "friend, roommate, best friend, comic book shop, friendship", "US", "82", "UP 15", "", "", "Johnny Galecki, Jim Parsons, Kaley Cuoco", "Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg", "", "", "", "", "Stage 25, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA", "English, Hindi, Italian, Russian, Mandarin, Klingon", "Stereo, Dolby Digital", "16:9 HD", "Color", "79", "257", "TV Series", "True", "False", "False"
"Lost", "8.3", "673846", "https://www.imdb.com/title/tt0411008/", "https://m.media-amazon.com/images/M/MV5BZmZhY2ViYzYtMTQ0NS00NDcyLWIxZTYtMGUyODE0NDA0NmNkXkEyXkFqcGc@._V1_.jpg", "The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.", "Adventure, Drama, Fantasy", "0", "TV-14", "survival, destiny, flashback, south pacific, time travel", "US", "80", "UP 7", "", "", "Naveen Andrews, Matthew Fox, Jorge Garcia", "Naveen Andrews, Matthew Fox, Jorge Garcia, Josh Holloway", "", "", "", "", "Waimea Bay, Waimea Bay Beach Park, O'ahu, Hawaii, USA", "English, Portuguese, Spanish, Arabic, French, Korean, German, Latin, Russian, Japanese", "Dolby Digital", "1.78 : 1", "Color", "119", "418", "TV Series", "True", "False", "False"
"Jack Ryan", "8", "194117", "https://www.imdb.com/title/tt5057054/", "https://m.media-amazon.com/images/M/MV5BNGYxNzgzNTQtY2U0OC00NzU2LTgxZmYtNmZkMmVlMjgyMzM3XkEyXkFqcGc@._V1_.jpg", "Up-and-coming CIA analyst, Jack Ryan, is thrust into dangerous field assignments.", "Action, Crime, Drama", "0", "TV-MA", "jack ryan character, based on character from novel, terrorist, reboot, character name as series title", "US", "46", "DOWN 19", "", "", "John Krasinski, Wendell Pierce, Michael Kelly", "John Krasinski, Wendell Pierce, Michael Kelly, Abbie Cornish", "", "", "", "", "Morocco", "English, Arabic, Spanish, Russian, French, Turkish, German, Japanese", "Dolby Atmos", "", "Color", "2", "32", "TV Series", "True", "False", "False"
"Dexter", "8.6", "938256", "https://www.imdb.com/title/tt0773262/", "https://m.media-amazon.com/images/M/MV5BNTE5ZGI2N2UtYmFiMi00ZGIxLWI1ZTMtYWJkZDYxNDZiOTQwXkEyXkFqcGc@._V1_.jpg", "He&apos;s smart. He&apos;s lovable. He&apos;s Dexter Morgan, America&apos;s favorite serial killer, who spends his days solving crimes and his nights committing them.", "Crime, Drama, Mystery", "0", "TV-MA", "double life, police department, dark secret, homicide, serial murder", "US", "85", "UP 6", "", "", "Michael C. Hall, Jennifer Carpenter, David Zayas", "Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar", "", "", "", "", "1155 103rd St, Bay Harbor Islands, Florida, USA", "English, Spanish", "Dolby Digital", "16:9 HD", "Color", "56", "202", "TV Series", "True", "False", "False"
"M.I.A.", "6.4", "2442", "https://www.imdb.com/title/tt33253070/", "https://m.media-amazon.com/images/M/MV5BYzA5NjAxMGItNTE5ZC00ZDhmLTk2NzEtYmUzZWNkNjllMzA2XkEyXkFqcGc@._V1_.jpg", "Etta Tiger Jonze seeks to avenge her family&apos;s murder and become the most powerful crime queenpin in South Florida.", "Crime, Drama, Thriller", "0", "TV-14", "male nudity, male rear nudity", "US", "55", "DOWN 16", "", "", "Shannon Gisela, Brittany Adebumola, Dylan T Jackson", "Shannon Gisela, Brittany Adebumola, Dylan T Jackson, Alberto Guerra", "", "", "", "", "Miami, Florida, USA", "English", "Stereo", "16:9 HD", "Color", "0", "0", "TV Series", "True", "False", "False"
"Friends", "8.8", "1194491", "https://www.imdb.com/title/tt0108778/", "https://m.media-amazon.com/images/M/MV5BOTU2YmM5ZjctOGVlMC00YTczLTljM2MtYjhlNGI5YWMyZjFkXkEyXkFqcGc@._V1_.jpg", "The personal and professional lives of six friends living in the Manhattan borough of New York City.", "Comedy, Romance", "0", "TV-14", "friendship, new york city, friend, boyfriend girlfriend relationship, famous opening theme", "US", "90", "UP 8", "", "", "Jennifer Aniston, Courteney Cox, Lisa Kudrow", "Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc", "", "USD 246,168", "USD 89,007", "USD 89,007", "Las Vegas, Nevada, USA", "English, Spanish, Italian, French, Dutch, Hebrew", "Stereo", "1.33 : 1, 4:3", "Color", "79", "231", "TV Series", "True", "False", "False"
"Black Mirror", "8.7", "739402", "https://www.imdb.com/title/tt2085059/", "https://m.media-amazon.com/images/M/MV5BODcxMWI2NDMtYTc3NC00OTZjLWFmNmUtM2NmY2I1ODkxYzczXkEyXkFqcGc@._V1_.jpg", "Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- &quot;Black Mirror&quot; is a contemporary reworking of &quot;The Twilight Zone&quot; with stories that tap into the collective unease about the moder...", "Crime, Drama, Mystery", "0", "TV-MA", "anthology, dystopia, technology, dystopian future, news satire", "GB", "81", "UP 3", "", "", "Anjana Vasan, Cristin Milioti, Jesse Plemons", "Anjana Vasan, Cristin Milioti, Jesse Plemons, Aaron Paul", "", "", "", "USD 320,000", "Toronto, Ontario, Canada", "English", "Stereo, Dolby Digital", "1.33 : 1", "Color", "48", "186", "TV Series", "True", "False", "False"
"The Punisher", "8.4", "305597", "https://www.imdb.com/title/tt5675620/", "https://m.media-amazon.com/images/M/MV5BZTI2NDllMjgtOWEyYi00Y2YxLThhYjQtNTQ0NTgwNDE1YmYzXkEyXkFqcGc@._V1_.jpg", "After his revenge on those who murdered his family, aimless Marine veteran Frank Castle finds a new meaning in life as a vigilante known as &quot;The Punisher&quot;.", "Action, Crime, Drama", "0", "TV-MA", "military veteran, revenge, based on comic book, new york city, frank castle character", "US", "73", "DOWN 17", "", "", "Jon Bernthal, Amber Rose Revah, Ben Barnes", "Jon Bernthal, Amber Rose Revah, Ben Barnes, Jason R. Moore", "", "", "", "", "Clinton Diner, Maspeth, Queens, New York City, New York, USA", "English", "Dolby Digital", "1.78 : 1", "Color", "1", "14", "TV Series", "True", "False", "False"
"Reacher", "8", "295011", "https://www.imdb.com/title/tt9288030/", "https://m.media-amazon.com/images/M/MV5BMzdjYWZlMDQtYzdhNi00NmRlLTg2NzUtMTI3MWFhZDliNjBiXkEyXkFqcGc@._V1_.jpg", "Itinerant former military policeman Jack Reacher solves crimes and metes out his own brand of street justice. Based on the novels by Lee Child.", "Action, Crime, Drama", "0", "TV-MA", "vigilantism, hobo, based on novel, vigilante justice, vigilante", "US", "79", "UP 13", "", "", "Alan Ritchson, Maria Sten, Malcolm Goodwin", "Alan Ritchson, Maria Sten, Malcolm Goodwin, Willa Fitzgerald", "", "", "", "", "Kingston Penitentiary, Kingston, Ontario, Canada", "English", "Dolby Atmos", "2.00 : 1", "Color", "3", "13", "TV Series", "True", "False", "False"
"Jujutsu Kaisen", "8.5", "209726", "https://www.imdb.com/title/tt12343534/", "https://m.media-amazon.com/images/M/MV5BMjBlNTExMDAtMWZjZi00MDc5LWFkMjgtZDU0ZWQ5ODk3YWY5XkEyXkFqcGc@._V1_.jpg", "After Yuji Itadori swallows a cursed talisman - the finger of a demon - he becomes cursed himself. He enters a shaman&apos;s school to be able to locate the demon&apos;s other body parts and thus exorcise himself.", "Animation, Action, Adventure", "0", "TV-MA", "based on manga, fight, 2d animation, shounen, anime", "JP", "75", "UP 8", "", "", "Jun'ya Enoki, Adam McArthur, Yuma Uchida", "Jun'ya Enoki, Adam McArthur, Yuma Uchida, Yûichi Nakamura", "", "", "", "", "Malaysia", "Japanese, English", "Dolby Digital", "", "Color", "33", "43", "TV Series", "True", "False", "False"
"Two Weeks in August", "5.7", "735", "https://www.imdb.com/title/tt36118374/", "https://m.media-amazon.com/images/M/MV5BZWJlMzk2NWMtYjY4MC00NDZmLTg3YjMtY2ZmYzhmYWQ4OTYyXkEyXkFqcGc@._V1_.jpg", "Set in Greece, the show tells the story of a woman who goes on holiday with her family and friends to rediscover joy in her life. But here in paradise, what starts with an illicit kiss, quickly turns the dream holiday into a night...", "Drama", "0", "", "tv mini series, holiday", "MT", "51", "DOWN 18", "", "", "Jessica Raine, Antonia Thomas, Leila Farzad", "Jessica Raine, Antonia Thomas, Leila Farzad, Damien Molony", "", "", "", "", "Malta", "English", "", "", "Color", "0", "0", "TV Mini Series", "True", "False", "False"
"Succession", "8.8", "358172", "https://www.imdb.com/title/tt7660850/", "https://m.media-amazon.com/images/M/MV5BYTY4YTVkY2QtMjRmOS00YzliLWIxOWQtMTdkOTVkN2UzODNmXkEyXkFqcGc@._V1_.jpg", "The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.", "Comedy, Drama", "0", "TV-MA", "business, media empire, wealth, dysfunctional family, betrayal", "US", "87", "UP 3", "", "", "Nicholas Braun, Brian Cox, Kieran Culkin", "Nicholas Braun, Brian Cox, Kieran Culkin, Peter Friedman", "", "", "", "", "Dundee, Scotland, UK", "English", "Dolby Surround 7.1", "1.78 : 1", "Color", "142", "265", "TV Series", "True", "False", "False"
"Tracker", "7.1", "29945", "https://www.imdb.com/title/tt13875494/", "https://m.media-amazon.com/images/M/MV5BMmZlYjk1N2QtOWE2NS00MDk2LWE0ZmEtM2NiOGEzNzRiN2Y0XkEyXkFqcGc@._V1_.jpg", "Colter Shaw travels the country in his old-school RV, helping police and private citizens solve crimes and locate missing persons--until his latest case changes everything.", "Action, Crime, Drama", "0", "TV-14", "", "US", "50", "DOWN 7", "", "", "Justin Hartley, Fiona Rene, Abby McEnany", "Justin Hartley, Fiona Rene, Abby McEnany, Eric Graise", "", "", "", "", "Vancouver, British Columbia, Canada", "English", "Stereo", "1.78 : 1", "Color", "3", "7", "TV Series", "True", "False", "False"
"Made in India: A Titan Story", "8.8", "7532", "https://www.imdb.com/title/tt35674465/", "https://m.media-amazon.com/images/M/MV5BMGUwNjA2ZWUtMmYxNC00MTJhLThhZjctMTUwYThiYzRjNDBlXkEyXkFqcGc@._V1_.jpg", "A visionary man Xerxes Desai with his team turns humiliation into history by building India&apos;s first world-class watch brand, proving that time itself can be reclaimed through courage, failure, and innovation.", "Biography, Drama, History", "0", "", "workplace drama, docudrama drama, period drama, watch company", "IN", "96", "UP 1713", "", "", "Naseeruddin Shah, Jim Sarbh, Vaibhav Tatwawadi", "Naseeruddin Shah, Jim Sarbh, Vaibhav Tatwawadi, Namita Dubey", "", "", "", "", "", "Hindi", "Dolby Digital", "2.00 : 1", "Color", "0", "0", "TV Series", "True", "False", "False"
"Smallville", "7.5", "153873", "https://www.imdb.com/title/tt0279600/", "https://m.media-amazon.com/images/M/MV5BZDU0ZDVjOTItMDNkMy00YTI0LWFjYzItY2M1NjU5NjAzZGViXkEyXkFqcGc@._V1_.jpg", "A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.", "Action, Adventure, Drama", "0", "TV-PG", "adoption, adopted son, meteor shower, best friend, alien", "US", "97", "UP 25", "", "", "Tom Welling, Michael Rosenbaum, Allison Mack", "Tom Welling, Michael Rosenbaum, Allison Mack, Kristin Kreuk", "", "", "", "", "Hatley Castle, Royal Roads, Colwood, British Columbia, Canada", "English", "Stereo", "1.33 : 1, 1.78 : 1", "Color", "35", "155", "TV Series", "True", "False", "False"
"Peaky Blinders", "8.7", "779382", "https://www.imdb.com/title/tt2442560/", "https://m.media-amazon.com/images/M/MV5BOGM0NGY3ZmItOGE2ZC00OWIxLTk0N2EtZWY4Yzg3ZDlhNGI3XkEyXkFqcGc@._V1_.jpg", "A gangster family epic set in 1919 Birmingham, England; centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.", "Crime, Drama", "0", "TV-MA", "gangster, birmingham england, crime boss, 1920s, gang war", "GB", "91", "DOWN 5", "", "", "Cillian Murphy, Paul Anderson, Sophie Rundle", "Cillian Murphy, Paul Anderson, Sophie Rundle, Helen McCrory", "", "", "", "", "Port Sunlight, Wirral, Merseyside, England, UK", "English, Romanian, Irish Gaelic, Italian, Yiddish, French", "Stereo", "1.78 : 1", "Color", "25", "56", "TV Series", "True", "False", "False"
"Berlín y la dama del armiño", "7", "6404", "https://www.imdb.com/title/tt42178219/", "https://m.media-amazon.com/images/M/MV5BODAwOGFiZDItNGZkNy00ZjdkLThkMjktZGY4ZDE3MDMyZWRhXkEyXkFqcGc@._V1_.jpg", "Berlin reunites his crew in Seville for an elaborate con targeting a powerful duke and his wife who&apos;ve made the mistake of trying to blackmail him. Their plan involves faking the theft of a priceless painting as cover.", "Crime, Drama, Thriller", "0", "TV-MA", "bisexual man, criminal, tv mini series, sequel, bisexual male protagonist", "ES", "54", "DOWN 38", "", "", "Pedro Alonso, Michelle Jenner, Tristán Ulloa", "Pedro Alonso, Michelle Jenner, Tristán Ulloa, Begoña Vargas", "", "", "", "", "San Sebastián, Spain", "Spanish", "", "", "Color", "0", "0", "TV Mini Series", "True", "False", "False"
"Mad Men", "8.7", "290666", "https://www.imdb.com/title/tt0804503/", "https://m.media-amazon.com/images/M/MV5BYTNjNjc5OWQtYjMxNC00MzEwLWIxM2UtNjU3NzhkNjZmNGI3XkEyXkFqcGc@._V1_.jpg", "A drama about one of New York&apos;s most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm&apos;s most mysterious but extremely talented ad executives, Donald Draper.", "Drama", "0", "TV-MA", "advertising, 1960s, new york, drinking, chain smoking", "US", "100", "UP 10", "", "", "Jon Hamm, Elisabeth Moss, Vincent Kartheiser", "Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones", "", "", "", "", "New York City, New York, USA", "English", "Stereo", "1.78 : 1", "Color", "167", "450", "TV Series", "True", "False", "False"
